disc_year,disc_facility,pl_name,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
2011,James Webb,TRAPPIST-443b,2.42,11.06,TRAPPIST-443,8,1
2022,Kepler,TRAPPIST-240e,0.58,35.77,TRAPPIST-240,7,1
2022,Spitzer,TOI-324b,4.2,37.45,TOI-324,4,1
2016,Hubble,TOI-35d,1.98,33.49,TOI-35,8,1
2017,Hubble,TRAPPIST-919c,3.66,28.74,TRAPPIST-919,2,2
2022,James Webb,TOI-666f,1.49,39.81,TOI-666,2,2
2018,Spitzer,HD-337c,0.78,17.09,HD-337,3,2
2021,Hubble,TRAPPIST-123d,4.6,8.38,TRAPPIST-123,2,1
2021,Hubble,TOI-899d,2.51,16.4,TOI-899,3,2
2022,TESS,LHS-537f,3.68,5.87,LHS-537,4,2
2020,James Webb,TRAPPIST-353f,4.06,7.09,TRAPPIST-353,4,1
2021,Ground,WASP-707f,3.79,10.63,WASP-707,4,2
2012,Hubble,WASP-526d,2.75,24.81,WASP-526,8,1
2023,TESS,TOI-24b,1.14,47.77,TOI-24,7,1
2010,TESS,TRAPPIST-769d,4.11,33.61,TRAPPIST-769,3,2
2012,Kepler,TRAPPIST-40e,2.65,23.84,TRAPPIST-40,2,1
2018,James Webb,Kepler-630f,1.54,29.3,Kepler-630,4,1
2011,TESS,Kepler-537c,4.95,32.2,Kepler-537,2,2
2014,Ground,HD-816f,3.66,33.43,HD-816,6,1
2018,TESS,LHS-966b,2.1,40.32,LHS-966,3,2
2021,TESS,LHS-859d,4.59,19.39,LHS-859,2,1
2023,James Webb,WASP-25b,2.84,44.4,WASP-25,6,1
2011,Spitzer,Kepler-789c,0.53,5.33,Kepler-789,5,2
2018,Spitzer,HD-113b,0.51,34.31,HD-113,2,2
2018,James Webb,TRAPPIST-415b,1.9,16.6,TRAPPIST-415,1,1
2011,Spitzer,HD-937b,3.19,49.17,HD-937,1,1
2012,James Webb,LHS-469c,1.46,6.56,LHS-469,7,2
2018,Kepler,TOI-920c,4.76,31.29,TOI-920,2,2
2013,Spitzer,LHS-565c,4.42,29.19,LHS-565,4,1
2023,Kepler,HD-111d,1.2,30.68,HD-111,5,2
2013,Hubble,HD-46d,2.6,43.94,HD-46,8,1
2022,Hubble,TOI-781f,4.79,34.67,TOI-781,4,1
2023,James Webb,WASP-211d,2.3,3.19,WASP-211,6,1
2017,Hubble,TRAPPIST-794f,2.2,12.71,TRAPPIST-794,1,1
2013,TESS,TOI-773f,3.41,23.36,TOI-773,6,1
2015,Hubble,TRAPPIST-499b,1.73,42.64,TRAPPIST-499,2,2
2024,TESS,WASP-930e,1.36,22.58,WASP-930,4,1
2023,Ground,HD-542b,3.84,16.02,HD-542,6,2
2014,Kepler,TOI-998e,4.98,10.15,TOI-998,5,2
2024,Ground,TOI-173b,2.15,18.44,TOI-173,5,1
2024,Hubble,WASP-536b,2.56,39.65,WASP-536,7,2
2010,Spitzer,TRAPPIST-34b,3.38,22.88,TRAPPIST-34,2,1
2013,Hubble,Kepler-154d,0.81,40.83,Kepler-154,4,2
2017,Kepler,Kepler-65b,3.69,3.8,Kepler-65,5,1
2011,Ground,WASP-656b,2.56,25.91,WASP-656,2,1
2013,Ground,Kepler-248f,3.96,26.02,Kepler-248,6,2
2016,Spitzer,Kepler-415b,2.4,48.09,Kepler-415,3,1
2012,TESS,TRAPPIST-842f,2.48,37.06,TRAPPIST-842,6,1
2018,Hubble,HD-433f,1.05,28.71,HD-433,4,1
2019,Ground,HD-785d,2.36,23.21,HD-785,1,1
2023,Spitzer,WASP-155d,1.94,6.0,WASP-155,2,2
2013,Ground,TOI-1b,1.6,41.12,TOI-1,8,2
2019,Kepler,TRAPPIST-160d,4.54,23.64,TRAPPIST-160,3,2
2021,Spitzer,TOI-510b,2.25,22.35,TOI-510,3,2
2018,Kepler,Kepler-659c,2.8,10.2,Kepler-659,8,1
2011,TESS,WASP-713d,1.58,3.17,WASP-713,8,1
2011,Kepler,LHS-174f,1.49,45.83,LHS-174,3,1
2021,Hubble,HD-527d,4.55,32.48,HD-527,1,2
2021,Spitzer,HD-374b,1.09,47.49,HD-374,7,1
2011,TESS,HD-852c,3.8,43.2,HD-852,8,2
2019,Hubble,HD-347d,0.87,22.73,HD-347,3,2
2012,Hubble,HD-237b,1.28,40.31,HD-237,8,1
2021,Spitzer,WASP-752b,2.02,6.6,WASP-752,6,2
2015,Spitzer,TRAPPIST-693e,4.97,39.61,TRAPPIST-693,3,1
2024,Ground,Kepler-377d,2.87,24.23,Kepler-377,7,2
2013,James Webb,LHS-840d,4.83,24.7,LHS-840,2,1
2017,Hubble,WASP-240c,1.35,4.31,WASP-240,2,1
2021,James Webb,TOI-318d,4.42,23.03,TOI-318,1,1
2013,James Webb,WASP-285b,2.2,14.32,WASP-285,7,2
2016,Kepler,TOI-703f,0.61,39.09,TOI-703,7,1
2014,TESS,Kepler-880d,0.71,23.17,Kepler-880,7,1
2018,TESS,TRAPPIST-769b,4.8,12.72,TRAPPIST-769,4,1
2010,TESS,HD-642c,3.21,1.28,HD-642,6,1
2018,Ground,TRAPPIST-269e,1.19,19.99,TRAPPIST-269,3,2
2017,James Webb,WASP-14e,3.25,46.98,WASP-14,4,1
2018,James Webb,Kepler-900d,1.52,29.3,Kepler-900,8,1
2011,Spitzer,HD-859e,3.29,32.88,HD-859,6,1
2010,Hubble,TOI-303d,1.63,30.45,TOI-303,3,1
2022,TESS,TRAPPIST-571d,3.07,8.88,TRAPPIST-571,1,1
2018,Ground,TOI-389d,0.81,32.03,TOI-389,2,1
2017,Ground,LHS-904c,3.92,1.0,LHS-904,5,1
2020,Ground,HD-482f,1.97,35.71,HD-482,6,1
2012,TESS,TRAPPIST-327e,2.63,17.96,TRAPPIST-327,7,2
2016,Spitzer,Kepler-930c,1.64,20.46,Kepler-930,2,2
2022,Kepler,HD-491c,2.46,25.47,HD-491,8,1
2020,James Webb,HD-962f,4.63,11.77,HD-962,4,2
2022,Kepler,LHS-795b,2.22,10.53,LHS-795,5,1
2020,TESS,TRAPPIST-433b,1.24,33.14,TRAPPIST-433,4,1
2021,James Webb,WASP-502b,1.68,47.45,WASP-502,5,1
2015,Spitzer,TOI-166f,0.55,48.98,TOI-166,1,2
2014,James Webb,HD-33d,1.15,11.65,HD-33,5,1
2011,Hubble,LHS-170f,2.36,43.2,LHS-170,2,2
2020,Hubble,TRAPPIST-34b,2.13,6.43,TRAPPIST-34,3,2
2019,Kepler,LHS-947d,2.26,46.4,LHS-947,4,2
2023,Hubble,HD-167e,0.56,34.82,HD-167,3,1
2016,Kepler,Kepler-19f,3.12,37.33,Kepler-19,1,2
2010,Spitzer,LHS-510c,4.53,13.04,LHS-510,2,1
2020,Kepler,TRAPPIST-833c,1.93,20.06,TRAPPIST-833,6,2
2016,TESS,Kepler-401e,1.76,27.66,Kepler-401,3,2
2022,Hubble,WASP-441c,2.09,48.07,WASP-441,5,2
2023,Ground,WASP-977c,3.54,35.83,WASP-977,2,2
2018,Hubble,WASP-415c,2.45,33.19,WASP-415,3,1
2022,TESS,TOI-679f,1.02,19.79,TOI-679,5,2
2018,Hubble,TRAPPIST-291d,1.4,8.98,TRAPPIST-291,5,2
2020,Spitzer,WASP-800d,4.81,23.33,WASP-800,7,2
2012,Spitzer,LHS-626c,1.02,10.34,LHS-626,7,1
2016,TESS,WASP-213b,1.72,41.31,WASP-213,3,1
2023,Hubble,HD-867e,4.33,49.61,HD-867,3,2
2012,James Webb,Kepler-753f,4.89,12.1,Kepler-753,3,2
2022,TESS,TRAPPIST-449e,2.93,6.36,TRAPPIST-449,4,1
2013,Kepler,WASP-17e,2.06,16.45,WASP-17,1,2
2015,James Webb,Kepler-501c,2.14,36.78,Kepler-501,4,1
2013,Ground,TRAPPIST-682c,1.99,16.9,TRAPPIST-682,2,2
2012,Spitzer,LHS-714b,3.93,10.29,LHS-714,4,2
2016,TESS,HD-444e,4.53,23.66,HD-444,4,1
2016,Spitzer,Kepler-690f,2.16,23.74,Kepler-690,5,2
2013,Spitzer,TRAPPIST-572b,2.95,22.49,TRAPPIST-572,2,2
2013,Spitzer,LHS-772c,0.66,36.5,LHS-772,1,1
2016,Hubble,HD-96f,3.96,34.61,HD-96,1,2
2015,Kepler,HD-944b,1.69,18.61,HD-944,5,2
2018,Spitzer,TRAPPIST-632f,3.03,17.53,TRAPPIST-632,1,1
2017,TESS,HD-709b,4.41,0.21,HD-709,5,1
2012,Spitzer,TOI-935b,4.6,16.16,TOI-935,8,2
2024,Ground,TRAPPIST-828f,2.77,39.6,TRAPPIST-828,2,1
2020,Kepler,HD-720f,4.7,38.87,HD-720,3,1
2018,TESS,Kepler-788f,2.52,41.87,Kepler-788,2,2
2022,TESS,Kepler-173b,0.51,17.42,Kepler-173,7,2
2016,Ground,HD-140d,4.54,48.74,HD-140,8,2
2023,Ground,LHS-395b,0.96,13.48,LHS-395,3,1
2022,James Webb,TRAPPIST-924b,4.17,10.05,TRAPPIST-924,2,1
2016,TESS,Kepler-169c,1.67,42.08,Kepler-169,4,1
2012,Kepler,TRAPPIST-493c,2.07,5.02,TRAPPIST-493,8,1
2011,Hubble,WASP-890e,4.34,14.7,WASP-890,7,1
2012,Hubble,HD-554f,3.42,4.52,HD-554,2,2
2018,James Webb,TOI-938f,4.45,6.19,TOI-938,5,2
2024,Ground,TOI-436d,1.16,5.37,TOI-436,7,2
2023,James Webb,TOI-872b,1.01,34.81,TOI-872,2,2
2011,James Webb,WASP-959f,4.3,45.34,WASP-959,5,2
2011,Hubble,TRAPPIST-94c,4.53,40.49,TRAPPIST-94,6,1
2020,Hubble,TRAPPIST-560c,3.04,20.72,TRAPPIST-560,3,2
2015,Spitzer,TRAPPIST-562b,4.84,29.89,TRAPPIST-562,3,1
2010,Ground,LHS-79f,0.55,4.92,LHS-79,7,1
2010,Ground,TOI-118d,2.98,4.7,TOI-118,4,1
2019,Hubble,Kepler-359c,2.45,37.17,Kepler-359,6,2
2011,TESS,HD-716d,4.26,11.71,HD-716,4,1
2023,Spitzer,HD-339d,2.06,31.05,HD-339,6,2
2013,Hubble,Kepler-145b,3.73,46.79,Kepler-145,5,2
2015,TESS,LHS-263d,4.99,11.9,LHS-263,2,2
2019,Hubble,HD-629f,4.34,41.92,HD-629,3,2
2013,Ground,TOI-56b,2.85,45.26,TOI-56,1,1
2016,James Webb,Kepler-193e,4.67,0.94,Kepler-193,5,1
2019,James Webb,LHS-808e,3.89,34.47,LHS-808,7,1
2016,Kepler,LHS-510e,3.79,27.04,LHS-510,2,2
2020,Ground,WASP-336c,2.99,4.64,WASP-336,6,1
2017,TESS,HD-499d,3.76,31.59,HD-499,7,1
2018,TESS,TOI-621c,4.6,45.54,TOI-621,5,1
2017,Hubble,LHS-236b,2.09,39.64,LHS-236,3,1
2016,Ground,HD-271f,3.54,29.33,HD-271,7,1
2013,James Webb,HD-345d,3.71,19.59,HD-345,3,1
2011,Spitzer,TOI-330f,4.24,24.64,TOI-330,5,2
2013,Spitzer,Kepler-960e,2.73,25.98,Kepler-960,2,2
2015,James Webb,HD-993d,1.49,6.77,HD-993,6,2
2024,Spitzer,Kepler-176c,4.2,24.99,Kepler-176,8,1
2023,Hubble,LHS-332e,2.46,37.32,LHS-332,3,1
2011,TESS,WASP-495d,2.15,49.39,WASP-495,4,2
2021,Ground,Kepler-574f,4.35,15.02,Kepler-574,2,1
2019,Hubble,TOI-304f,4.5,34.05,TOI-304,3,1
2024,Ground,HD-313c,1.3,37.35,HD-313,8,1
2024,Hubble,TOI-279c,3.24,41.95,TOI-279,1,2
2022,TESS,LHS-597c,3.96,1.55,LHS-597,5,2
2017,Kepler,HD-702c,3.31,44.65,HD-702,5,1
2022,Kepler,WASP-872e,4.42,35.94,WASP-872,4,1
2014,Kepler,Kepler-196b,2.37,28.57,Kepler-196,3,1
2010,Ground,WASP-695c,1.02,17.09,WASP-695,4,1
2014,TESS,Kepler-630e,4.92,41.65,Kepler-630,5,1
2024,TESS,Kepler-511d,3.63,0.45,Kepler-511,4,1
2016,Kepler,HD-469d,2.01,48.48,HD-469,5,2
2018,Kepler,TOI-203e,0.79,17.41,TOI-203,2,1
2014,TESS,TRAPPIST-604f,2.76,48.52,TRAPPIST-604,3,1
2023,Spitzer,WASP-61f,1.67,37.24,WASP-61,8,2
2022,Ground,HD-817d,3.51,45.17,HD-817,3,1
2020,Spitzer,HD-876f,3.47,16.77,HD-876,6,2
2013,James Webb,LHS-792b,4.35,32.65,LHS-792,4,2
2017,Spitzer,HD-647d,2.8,42.16,HD-647,8,1
2019,Ground,WASP-336e,3.02,17.63,WASP-336,8,2
2011,Spitzer,TRAPPIST-220d,4.12,8.94,TRAPPIST-220,5,2
2013,Kepler,HD-709b,2.6,17.67,HD-709,5,1
2020,Ground,Kepler-132f,1.35,25.62,Kepler-132,5,1
2021,Hubble,TRAPPIST-667e,2.54,31.27,TRAPPIST-667,5,1
2016,Spitzer,Kepler-811b,1.25,3.46,Kepler-811,6,1
2018,Hubble,TOI-64b,4.22,7.81,TOI-64,3,1
2013,Hubble,LHS-656e,4.25,47.29,LHS-656,6,1
2011,Ground,Kepler-704e,3.84,33.31,Kepler-704,7,2
2024,James Webb,LHS-8e,4.31,29.22,LHS-8,2,2
2021,TESS,LHS-133f,2.98,13.26,LHS-133,6,1
2010,Hubble,WASP-947e,4.96,33.04,WASP-947,1,1
2016,James Webb,HD-732f,4.15,9.25,HD-732,3,1
2022,Spitzer,WASP-51b,0.7,30.08,WASP-51,3,2
2024,Ground,HD-62c,0.64,21.88,HD-62,5,1
2013,Ground,Kepler-90b,1.55,14.56,Kepler-90,7,2
2010,Hubble,Kepler-873b,4.53,7.96,Kepler-873,4,2
2010,James Webb,TOI-660f,4.92,7.82,TOI-660,1,2
2011,James Webb,Kepler-835d,3.98,9.07,Kepler-835,5,1
2014,Hubble,LHS-350c,1.58,24.89,LHS-350,8,1
2021,James Webb,HD-752b,1.2,13.39,HD-752,2,1
2022,TESS,LHS-781d,1.26,35.26,LHS-781,4,1
2011,Ground,LHS-10e,0.66,22.5,LHS-10,7,2
2013,Ground,LHS-923e,4.23,14.57,LHS-923,6,2
2020,Kepler,TOI-634b,2.13,8.73,TOI-634,1,1
2015,Hubble,HD-869c,2.46,10.84,HD-869,7,2
2011,Kepler,TOI-673c,1.05,3.91,TOI-673,2,2
2021,James Webb,WASP-747c,1.11,11.11,WASP-747,6,2
2019,TESS,WASP-657e,4.76,9.97,WASP-657,7,1
2012,James Webb,TRAPPIST-658d,1.86,12.66,TRAPPIST-658,7,1
2010,TESS,TOI-956e,1.45,27.34,TOI-956,3,2
2023,Ground,HD-42f,0.62,21.17,HD-42,7,2
2019,TESS,HD-756d,0.94,3.21,HD-756,2,2
2018,Kepler,HD-388d,3.14,5.88,HD-388,5,1
2011,Kepler,LHS-182b,2.19,5.48,LHS-182,8,2
2022,James Webb,LHS-354b,3.6,40.44,LHS-354,6,2
2019,Spitzer,TRAPPIST-736e,3.7,46.15,TRAPPIST-736,3,2
2015,Spitzer,TRAPPIST-61b,0.76,6.25,TRAPPIST-61,7,2
2020,Kepler,TOI-191d,1.99,20.19,TOI-191,3,1
2024,Spitzer,Kepler-205e,1.88,30.1,Kepler-205,8,2
2014,Hubble,TOI-901c,2.82,23.11,TOI-901,3,2
2019,TESS,TRAPPIST-965c,2.24,22.4,TRAPPIST-965,6,2
2016,James Webb,WASP-350e,2.12,16.77,WASP-350,6,1
2012,James Webb,LHS-987c,4.94,5.09,LHS-987,3,1
2014,Hubble,TRAPPIST-685b,2.35,45.17,TRAPPIST-685,3,2
2010,Kepler,WASP-81c,1.4,22.96,WASP-81,1,2
2024,Hubble,Kepler-710d,3.02,41.3,Kepler-710,6,1
2021,Kepler,LHS-824d,2.31,36.48,LHS-824,3,1
2011,Hubble,LHS-935e,0.97,26.87,LHS-935,8,1
2020,Hubble,LHS-577e,4.23,18.44,LHS-577,5,1
2023,Kepler,TOI-972c,4.53,32.06,TOI-972,8,1
2012,Spitzer,HD-874e,2.23,42.4,HD-874,5,2
2010,Spitzer,HD-881c,1.62,17.95,HD-881,6,1
2023,Spitzer,Kepler-302d,2.26,15.89,Kepler-302,4,1
2015,Ground,TOI-271e,1.94,17.59,TOI-271,5,2
2021,TESS,HD-723b,1.6,27.5,HD-723,6,2
2020,Kepler,TRAPPIST-100f,3.09,46.26,TRAPPIST-100,2,1
2013,TESS,TRAPPIST-632c,2.64,48.32,TRAPPIST-632,6,1
2021,Kepler,LHS-616b,1.68,22.42,LHS-616,5,1
2014,Ground,TOI-670f,2.02,3.28,TOI-670,7,1
2017,TESS,TRAPPIST-244e,3.51,43.81,TRAPPIST-244,3,1
2018,Spitzer,Kepler-966c,2.89,44.16,Kepler-966,8,1
2020,TESS,TOI-497d,4.03,39.77,TOI-497,3,2
2020,Kepler,HD-329f,2.95,42.45,HD-329,6,1
2012,Hubble,WASP-536b,2.57,25.55,WASP-536,8,2
2011,Spitzer,TOI-195f,4.97,12.9,TOI-195,6,1
2010,Kepler,WASP-276c,3.85,4.42,WASP-276,6,1
2015,Kepler,WASP-245c,2.18,25.14,WASP-245,4,1
2021,Spitzer,Kepler-525d,2.19,30.04,Kepler-525,2,2
2021,TESS,WASP-832f,2.62,26.05,WASP-832,1,1
2019,Hubble,TOI-123e,1.82,47.59,TOI-123,1,2
2021,James Webb,TRAPPIST-445d,1.75,45.77,TRAPPIST-445,5,1
2023,Spitzer,LHS-736b,2.61,35.36,LHS-736,1,1
2012,James Webb,Kepler-964f,4.4,6.01,Kepler-964,3,1
2015,James Webb,WASP-631e,3.6,49.15,WASP-631,3,1
2011,Spitzer,TOI-938e,0.82,20.11,TOI-938,5,2
2010,TESS,TOI-994f,4.12,7.31,TOI-994,1,2
2016,Kepler,TRAPPIST-478b,3.39,26.67,TRAPPIST-478,8,2
2018,Hubble,WASP-907d,2.31,14.65,WASP-907,6,2
2010,Ground,WASP-418d,1.39,6.4,WASP-418,6,1
2020,Kepler,HD-860e,2.56,42.57,HD-860,7,1
2012,Ground,LHS-25e,4.14,29.41,LHS-25,4,1
2022,Hubble,HD-111b,1.36,43.97,HD-111,8,1
2017,Kepler,WASP-738f,4.16,45.06,WASP-738,2,1
2022,Hubble,LHS-278f,2.42,48.72,LHS-278,7,1
2021,Kepler,TOI-920b,2.18,23.37,TOI-920,4,2
2015,Hubble,Kepler-621f,3.08,2.56,Kepler-621,1,2
2010,Hubble,LHS-965c,3.86,2.7,LHS-965,2,2
2012,Ground,WASP-934e,3.02,48.94,WASP-934,4,1
2019,Spitzer,HD-452b,4.2,25.05,HD-452,8,2
2011,James Webb,LHS-566b,1.12,36.5,LHS-566,1,1
2024,Kepler,TOI-420d,3.51,22.09,TOI-420,1,2
2019,James Webb,LHS-366d,3.28,22.97,LHS-366,8,2
2013,Spitzer,WASP-916d,1.35,30.14,WASP-916,2,2
2020,Spitzer,Kepler-565b,1.95,0.86,Kepler-565,3,1
2013,TESS,HD-79d,1.07,18.33,HD-79,6,1
2012,Ground,Kepler-681e,1.3,8.18,Kepler-681,8,2
2013,Hubble,TRAPPIST-640d,3.3,0.34,TRAPPIST-640,4,2
2013,James Webb,TOI-744c,2.42,19.18,TOI-744,3,1
2023,James Webb,TRAPPIST-738b,3.22,20.29,TRAPPIST-738,7,1
2024,TESS,HD-840e,4.47,18.28,HD-840,4,2
2019,Kepler,Kepler-345d,4.46,1.99,Kepler-345,5,1
2020,Spitzer,TOI-475e,1.56,26.54,TOI-475,5,1
2022,Kepler,HD-770e,3.23,2.55,HD-770,5,1
2019,Spitzer,HD-552d,4.19,31.78,HD-552,6,1
2016,TESS,TRAPPIST-653e,3.04,40.11,TRAPPIST-653,7,1
2016,Ground,HD-235e,2.07,45.49,HD-235,8,2
2014,James Webb,WASP-821d,2.36,12.4,WASP-821,7,1
2024,Kepler,TRAPPIST-182b,4.23,5.43,TRAPPIST-182,6,1
2012,Kepler,WASP-954f,4.23,15.09,WASP-954,6,2
2014,Hubble,Kepler-808d,3.45,42.08,Kepler-808,2,1
2023,Spitzer,LHS-700c,0.8,5.55,LHS-700,7,1
2013,Spitzer,WASP-745b,3.59,15.24,WASP-745,2,1
2015,James Webb,TRAPPIST-279c,2.4,27.77,TRAPPIST-279,8,1
2017,Ground,TRAPPIST-916c,2.13,16.76,TRAPPIST-916,3,2
2015,Hubble,Kepler-465e,4.0,28.01,Kepler-465,6,1
2016,Ground,Kepler-938c,4.5,3.73,Kepler-938,1,1
2014,TESS,TOI-407c,3.83,32.97,TOI-407,1,2
2011,Spitzer,WASP-609b,1.93,9.59,WASP-609,5,1
2012,James Webb,LHS-702e,4.7,2.41,LHS-702,3,1
2014,Kepler,Kepler-802d,2.41,10.55,Kepler-802,4,1
2016,Ground,WASP-334b,4.99,15.68,WASP-334,7,2
2013,Spitzer,WASP-401c,2.11,18.3,WASP-401,4,1
2017,Hubble,Kepler-56d,4.19,11.76,Kepler-56,8,1
2016,Kepler,LHS-183f,1.67,10.95,LHS-183,1,2
2014,Spitzer,Kepler-373c,1.26,7.88,Kepler-373,2,1
2011,Hubble,HD-250d,4.72,25.9,HD-250,5,2
2017,James Webb,TOI-298d,2.84,10.04,TOI-298,6,2
2013,Kepler,WASP-589d,2.43,12.65,WASP-589,4,1
2015,Hubble,Kepler-812c,4.14,15.77,Kepler-812,2,1
2023,Spitzer,TOI-359f,3.06,48.96,TOI-359,5,1
2020,James Webb,HD-380c,2.18,39.84,HD-380,1,1
2019,James Webb,LHS-299f,3.26,26.07,LHS-299,1,1
2010,James Webb,TOI-603b,2.97,7.14,TOI-603,1,2
2012,TESS,TRAPPIST-79f,3.53,13.24,TRAPPIST-79,7,1
2023,Hubble,WASP-264c,1.93,47.77,WASP-264,4,1
2016,Ground,Kepler-299d,3.14,4.54,Kepler-299,2,2
2015,James Webb,Kepler-997e,4.69,29.29,Kepler-997,3,1
2024,James Webb,WASP-238e,4.22,42.08,WASP-238,5,2
2024,Ground,TRAPPIST-310f,4.94,4.57,TRAPPIST-310,8,1
2021,Kepler,HD-792b,4.93,8.14,HD-792,3,1
2017,Spitzer,Kepler-286c,2.15,3.36,Kepler-286,8,2
2019,James Webb,Kepler-281f,4.81,35.66,Kepler-281,4,2
2024,Kepler,TRAPPIST-990e,0.72,46.61,TRAPPIST-990,8,1
2019,TESS,HD-211f,0.97,26.76,HD-211,4,2
2021,Ground,TOI-296f,1.33,37.41,TOI-296,6,2
2019,James Webb,HD-847b,1.84,11.5,HD-847,6,1
2021,Spitzer,WASP-877c,3.96,41.49,WASP-877,1,2
2010,Ground,TOI-963d,4.25,36.36,TOI-963,5,2
2012,James Webb,TOI-209c,3.09,12.82,TOI-209,7,1
2018,TESS,TRAPPIST-681f,0.81,29.79,TRAPPIST-681,8,2
2023,TESS,TRAPPIST-627e,1.37,10.5,TRAPPIST-627,6,2
2021,Kepler,WASP-153f,4.08,20.09,WASP-153,7,1
2014,James Webb,TOI-321f,1.89,45.89,TOI-321,7,2
2019,Hubble,HD-330e,1.58,37.78,HD-330,7,1
2010,James Webb,TOI-319b,2.31,12.43,TOI-319,8,2
2018,Ground,Kepler-301f,2.93,19.86,Kepler-301,7,1
2016,Ground,LHS-259b,2.23,44.78,LHS-259,2,1
2017,Ground,Kepler-339c,0.93,13.36,Kepler-339,7,1
2011,Hubble,TOI-128d,3.41,1.55,TOI-128,7,1
2010,Ground,HD-115b,2.37,42.64,HD-115,5,2
2020,Hubble,LHS-354f,4.28,10.52,LHS-354,3,1
2018,Ground,HD-596c,0.56,12.38,HD-596,1,1
2019,Kepler,Kepler-77b,4.11,12.19,Kepler-77,7,1
2023,Spitzer,WASP-822f,3.95,35.81,WASP-822,3,1
2016,Spitzer,TRAPPIST-551e,1.87,18.83,TRAPPIST-551,8,1
2022,Spitzer,HD-79f,2.4,14.3,HD-79,8,2
2017,James Webb,TOI-774e,4.75,19.74,TOI-774,2,2
2024,Kepler,TRAPPIST-23c,2.98,10.05,TRAPPIST-23,1,1
2015,Spitzer,Kepler-813d,0.93,38.1,Kepler-813,6,1
2013,Kepler,LHS-277d,3.63,10.03,LHS-277,3,2
2011,Hubble,TRAPPIST-881c,0.9,17.75,TRAPPIST-881,6,1
2011,Spitzer,LHS-11f,4.02,18.08,LHS-11,4,2
2021,James Webb,WASP-472b,3.35,5.46,WASP-472,1,2
2011,Spitzer,HD-137f,4.7,10.36,HD-137,4,1
2017,Ground,TOI-880c,4.94,7.47,TOI-880,3,2
2016,James Webb,Kepler-898d,2.61,0.65,Kepler-898,4,2
2015,TESS,LHS-54e,3.57,24.58,LHS-54,7,1
2017,Ground,WASP-911d,4.82,30.73,WASP-911,1,1
2022,Spitzer,TOI-144f,1.25,13.55,TOI-144,1,2
2013,Hubble,Kepler-304d,2.92,48.78,Kepler-304,8,2
2021,Kepler,Kepler-434c,1.03,47.9,Kepler-434,5,1
2013,Kepler,TOI-432f,2.74,5.21,TOI-432,1,2
2023,James Webb,Kepler-685d,4.74,4.0,Kepler-685,2,1
2023,James Webb,TOI-555c,0.9,20.06,TOI-555,5,1
2019,TESS,Kepler-113d,1.7,14.25,Kepler-113,8,1
2020,Ground,TRAPPIST-711c,2.24,22.29,TRAPPIST-711,5,2
2015,James Webb,TOI-644b,2.0,0.31,TOI-644,2,2
2023,Kepler,Kepler-185c,1.39,24.08,Kepler-185,4,2
2018,Spitzer,LHS-748b,4.59,34.09,LHS-748,1,1
2014,TESS,HD-924c,3.93,3.64,HD-924,2,2
2018,Kepler,Kepler-896d,1.91,45.57,Kepler-896,2,2
2012,TESS,HD-894b,1.63,20.05,HD-894,7,1
2019,James Webb,TOI-285c,1.54,40.35,TOI-285,8,1
2010,TESS,WASP-890d,3.28,1.83,WASP-890,7,1
2023,TESS,TOI-975b,1.63,18.26,TOI-975,2,2
2014,TESS,HD-323b,3.34,45.07,HD-323,3,1
2019,Hubble,Kepler-654d,4.63,7.81,Kepler-654,6,2
2021,TESS,TOI-246d,3.38,36.76,TOI-246,1,1
2015,Ground,Kepler-405e,2.56,32.53,Kepler-405,8,1
2010,Spitzer,TOI-662c,1.83,6.45,TOI-662,4,2
2017,Ground,LHS-503d,0.71,36.39,LHS-503,3,1
2018,TESS,WASP-927c,4.87,16.69,WASP-927,2,1
2018,Kepler,TOI-996d,2.25,8.23,TOI-996,5,1
2010,James Webb,Kepler-820e,3.36,13.38,Kepler-820,2,1
2017,Spitzer,TOI-800e,3.54,14.76,TOI-800,4,1
2017,Kepler,TRAPPIST-261e,0.77,38.24,TRAPPIST-261,4,1
2023,James Webb,LHS-680c,2.04,4.5,LHS-680,5,2
2016,James Webb,LHS-494c,1.72,29.74,LHS-494,8,2
2022,James Webb,TOI-601f,1.12,11.25,TOI-601,8,1
2016,Kepler,LHS-158f,4.63,23.15,LHS-158,4,2
2024,James Webb,WASP-64e,1.34,15.79,WASP-64,5,1
2014,Spitzer,TRAPPIST-273c,1.74,14.19,TRAPPIST-273,5,1
2023,James Webb,Kepler-526c,0.69,39.17,Kepler-526,3,2
2017,James Webb,Kepler-191d,1.08,26.19,Kepler-191,7,2
2018,Spitzer,HD-178b,4.2,21.48,HD-178,6,1
2010,James Webb,HD-696d,3.67,4.27,HD-696,3,2
2010,Kepler,HD-175f,4.65,47.24,HD-175,8,1
2017,Spitzer,WASP-790d,3.75,42.85,WASP-790,5,2
2010,Spitzer,WASP-128e,4.49,6.96,WASP-128,8,1
2023,Hubble,Kepler-706c,3.43,29.44,Kepler-706,1,2
2023,Kepler,Kepler-32e,2.34,12.5,Kepler-32,4,2
2010,Kepler,Kepler-276b,2.12,20.4,Kepler-276,8,1
2024,Spitzer,HD-67e,3.75,31.79,HD-67,6,2
2015,TESS,Kepler-458b,3.17,35.64,Kepler-458,2,1
